"master_row_id","source_track","company_display_name","ats_company_key","resolver_company_key","source_kind","ats_provider","ats_board_slug","careers_url_canonical","homepage_url","domain","ingestion_status","promotion_source","promoted_at","approval_rule_set"
"ats:legacy__ashby__cobot","ats_bridge","Cobot","legacy__ashby__cobot","","ats_api","ashby","cobot","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__cocodelivery","ats_bridge","Cocodelivery","legacy__ashby__cocodelivery","","ats_api","ashby","cocodelivery","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__coderabbit","ats_bridge","Coderabbit","legacy__ashby__coderabbit","","ats_api","ashby","coderabbit","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__compound-eye","ats_bridge","Compound Eye","legacy__ashby__compound-eye","","ats_api","ashby","compound-eye","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__continua","ats_bridge","Continua","legacy__ashby__continua","","ats_api","ashby","continua","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__corvus-robotics","ats_bridge","Corvus Robotics","legacy__ashby__corvus-robotics","","ats_api","ashby","corvus-robotics","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__cosmic-robotics","ats_bridge","Cosmic Robotics","legacy__ashby__cosmic-robotics","","ats_api","ashby","cosmic-robotics","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__critical-energy","ats_bridge","Critical Energy","legacy__ashby__critical-energy","","ats_api","ashby","critical-energy","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__deel","ats_bridge","Deel","legacy__ashby__deel","","ats_api","ashby","deel","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__deeptune","ats_bridge","Deeptune","legacy__ashby__deeptune","","ats_api","ashby","deeptune","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__delian","ats_bridge","Delian","legacy__ashby__delian","","ats_api","ashby","delian","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__dexmate","ats_bridge","Dexmate","legacy__ashby__dexmate","","ats_api","ashby","dexmate","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__distributed-spectrum","ats_bridge","Distributed Spectrum","legacy__ashby__distributed-spectrum","","ats_api","ashby","distributed-spectrum","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__duna","ats_bridge","Duna","legacy__ashby__duna","","ats_api","ashby","duna","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__dust","ats_bridge","Dust","legacy__ashby__dust","","ats_api","ashby","dust","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__dyna-robotics","ats_bridge","Dyna Robotics","legacy__ashby__dyna-robotics","","ats_api","ashby","dyna-robotics","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__echotwin","ats_bridge","Echotwin","legacy__ashby__echotwin","","ats_api","ashby","echotwin","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__eigen-labs","ats_bridge","Eigen Labs","legacy__ashby__eigen-labs","","ats_api","ashby","eigen-labs","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__elevenlabs","ats_bridge","Elevenlabs","legacy__ashby__elevenlabs","","ats_api","ashby","elevenlabs","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__embedding-vc","ats_bridge","Embedding Vc","legacy__ashby__embedding-vc","","ats_api","ashby","embedding-vc","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__enpal","ats_bridge","Enpal","legacy__ashby__enpal","","ats_api","ashby","enpal","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__ether.fi","ats_bridge","Ether.Fi","legacy__ashby__ether.fi","","ats_api","ashby","ether.fi","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__exa","ats_bridge","Exa","legacy__ashby__exa","","ats_api","ashby","exa","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__fauna-robotics","ats_bridge","Fauna Robotics","legacy__ashby__fauna-robotics","","ats_api","ashby","fauna-robotics","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__featherlessai","ats_bridge","Featherlessai","legacy__ashby__featherlessai","","ats_api","ashby","featherlessai","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__Fiducial","ats_bridge","Fiducial","legacy__ashby__Fiducial","","ats_api","ashby","Fiducial","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__finary","ats_bridge","Finary","legacy__ashby__finary","","ats_api","ashby","finary","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__finmid.com","ats_bridge","Finmid.Com","legacy__ashby__finmid.com","","ats_api","ashby","finmid.com","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__flagright.com","ats_bridge","Flagright.Com","legacy__ashby__flagright.com","","ats_api","ashby","flagright.com","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__flink","ats_bridge","Flink","legacy__ashby__flink","","ats_api","ashby","flink","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__Flock Safety","ats_bridge","Flock Safety","legacy__ashby__Flock Safety","","ats_api","ashby","Flock Safety","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__Flock%20Safety","ats_bridge","Flock%20Safety","legacy__ashby__Flock%20Safety","","ats_api","ashby","Flock%20Safety","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__Foundational Industries","ats_bridge","Foundational Industries","legacy__ashby__Foundational Industries","","ats_api","ashby","Foundational Industries","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__foundry-robotics","ats_bridge","Foundry Robotics","legacy__ashby__foundry-robotics","","ats_api","ashby","foundry-robotics","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__fyxer","ats_bridge","Fyxer","legacy__ashby__fyxer","","ats_api","ashby","fyxer","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__gecko-robotics","ats_bridge","Gecko Robotics","legacy__ashby__gecko-robotics","","ats_api","ashby","gecko-robotics","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__generalist","ats_bridge","Generalist","legacy__ashby__generalist","","ats_api","ashby","generalist","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__generalrobotics","ats_bridge","Generalrobotics","legacy__ashby__generalrobotics","","ats_api","ashby","generalrobotics","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__govdash","ats_bridge","Govdash","legacy__ashby__govdash","","ats_api","ashby","govdash","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__GoVenti","ats_bridge","GoVenti","legacy__ashby__GoVenti","","ats_api","ashby","GoVenti","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__GravityClimate","ats_bridge","GravityClimate","legacy__ashby__GravityClimate","","ats_api","ashby","GravityClimate","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__graymatter-robotics","ats_bridge","Graymatter Robotics","legacy__ashby__graymatter-robotics","","ats_api","ashby","graymatter-robotics","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__gritt","ats_bridge","Gritt","legacy__ashby__gritt","","ats_api","ashby","gritt","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__hadrian-automation","ats_bridge","Hadrian Automation","legacy__ashby__hadrian-automation","","ats_api","ashby","hadrian-automation","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__happyrobot.ai","ats_bridge","Happyrobot.Ai","legacy__ashby__happyrobot.ai","","ats_api","ashby","happyrobot.ai","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__harmattan-ai","ats_bridge","Harmattan Ai","legacy__ashby__harmattan-ai","","ats_api","ashby","harmattan-ai","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__havocai","ats_bridge","Havocai","legacy__ashby__havocai","","ats_api","ashby","havocai","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__hcompany","ats_bridge","Hcompany","legacy__ashby__hcompany","","ats_api","ashby","hcompany","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__heyjobs","ats_bridge","Heyjobs","legacy__ashby__heyjobs","","ats_api","ashby","heyjobs","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__impulse","ats_bridge","Impulse","legacy__ashby__impulse","","ats_api","ashby","impulse","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__kiefer","ats_bridge","Kiefer","legacy__ashby__kiefer","","ats_api","ashby","kiefer","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__knowlix","ats_bridge","Knowlix","legacy__ashby__knowlix","","ats_api","ashby","knowlix","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__kodifly","ats_bridge","Kodifly","legacy__ashby__kodifly","","ats_api","ashby","kodifly","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__kraken.com","ats_bridge","Kraken.Com","legacy__ashby__kraken.com","","ats_api","ashby","kraken.com","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__langdock","ats_bridge","Langdock","legacy__ashby__langdock","","ats_api","ashby","langdock","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__langfuse","ats_bridge","Langfuse","legacy__ashby__langfuse","","ats_api","ashby","langfuse","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__lat","ats_bridge","Lat","legacy__ashby__lat","","ats_api","ashby","lat","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__letta","ats_bridge","Letta","legacy__ashby__letta","","ats_api","ashby","letta","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__lightdash","ats_bridge","Lightdash","legacy__ashby__lightdash","","ats_api","ashby","lightdash","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__linqapp","ats_bridge","Linqapp","legacy__ashby__linqapp","","ats_api","ashby","linqapp","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__liquid-ai","ats_bridge","Liquid Ai","legacy__ashby__liquid-ai","","ats_api","ashby","liquid-ai","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__mach","ats_bridge","Mach","legacy__ashby__mach","","ats_api","ashby","mach","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__maihem","ats_bridge","Maihem","legacy__ashby__maihem","","ats_api","ashby","maihem","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__marcohire","ats_bridge","Marcohire","legacy__ashby__marcohire","","ats_api","ashby","marcohire","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__matter-intelligence","ats_bridge","Matter Intelligence","legacy__ashby__matter-intelligence","","ats_api","ashby","matter-intelligence","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__mecka.ai","ats_bridge","Mecka.Ai","legacy__ashby__mecka.ai","","ats_api","ashby","mecka.ai","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__mindrobotics","ats_bridge","Mindrobotics","legacy__ashby__mindrobotics","","ats_api","ashby","mindrobotics","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__mirai-robotics","ats_bridge","Mirai Robotics","legacy__ashby__mirai-robotics","","ats_api","ashby","mirai-robotics","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__mirelo","ats_bridge","Mirelo","legacy__ashby__mirelo","","ats_api","ashby","mirelo","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__Molg","ats_bridge","Molg","legacy__ashby__Molg","","ats_api","ashby","Molg","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__monumental","ats_bridge","Monumental","legacy__ashby__monumental","","ats_api","ashby","monumental","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__mosey","ats_bridge","Mosey","legacy__ashby__mosey","","ats_api","ashby","mosey","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__munich-electrification","ats_bridge","Munich Electrification","legacy__ashby__munich-electrification","","ats_api","ashby","munich-electrification","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__neara","ats_bridge","Neara","legacy__ashby__neara","","ats_api","ashby","neara","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__neworbit","ats_bridge","Neworbit","legacy__ashby__neworbit","","ats_api","ashby","neworbit","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__niantic-spatial","ats_bridge","Niantic Spatial","legacy__ashby__niantic-spatial","","ats_api","ashby","niantic-spatial","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__noda-ai","ats_bridge","Noda Ai","legacy__ashby__noda-ai","","ats_api","ashby","noda-ai","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__northvectordynamics","ats_bridge","Northvectordynamics","legacy__ashby__northvectordynamics","","ats_api","ashby","northvectordynamics","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__northwoodspace","ats_bridge","Northwoodspace","legacy__ashby__northwoodspace","","ats_api","ashby","northwoodspace","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__observable-space","ats_bridge","Observable Space","legacy__ashby__observable-space","","ats_api","ashby","observable-space","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__obvio","ats_bridge","Obvio","legacy__ashby__obvio","","ats_api","ashby","obvio","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__odys-aviation","ats_bridge","Odys Aviation","legacy__ashby__odys-aviation","","ats_api","ashby","odys-aviation","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__oligo","ats_bridge","Oligo","legacy__ashby__oligo","","ats_api","ashby","oligo","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__onebrief","ats_bridge","Onebrief","legacy__ashby__onebrief","","ats_api","ashby","onebrief","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__OnHires","ats_bridge","OnHires","legacy__ashby__OnHires","","ats_api","ashby","OnHires","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__orchard","ats_bridge","Orchard","legacy__ashby__orchard","","ats_api","ashby","orchard","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__persona.ai","ats_bridge","Persona.Ai","legacy__ashby__persona.ai","","ats_api","ashby","persona.ai","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__physicalintelligence","ats_bridge","Physicalintelligence","legacy__ashby__physicalintelligence","","ats_api","ashby","physicalintelligence","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__pirros","ats_bridge","Pirros","legacy__ashby__pirros","","ats_api","ashby","pirros","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__pivotrobotics","ats_bridge","Pivotrobotics","legacy__ashby__pivotrobotics","","ats_api","ashby","pivotrobotics","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__point-one-navigation","ats_bridge","Point One Navigation","legacy__ashby__point-one-navigation","","ats_api","ashby","point-one-navigation","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__poseidonaero","ats_bridge","Poseidonaero","legacy__ashby__poseidonaero","","ats_api","ashby","poseidonaero","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__praxipal","ats_bridge","Praxipal","legacy__ashby__praxipal","","ats_api","ashby","praxipal","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
"ats:legacy__ashby__PrimeIntellect","ats_bridge","PrimeIntellect","legacy__ashby__PrimeIntellect","","ats_api","ashby","PrimeIntellect","","","","promoted","ats:isApprovedProductionAtsRegistryRow","2026-04-11T16:18:24.132Z","ats_registry_v1"
