"company_key","company_name","domain","ingestion_status","promotion_source","promoted_at","source_kind","ats_provider","ats_board_slug","careers_url_canonical","extractor_profile","manual_override_lock","notes_internal"
"legacy__workable__alaro-city","Alaro City","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","alaro-city","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__alta-ares","Alta Ares","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","alta-ares","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__andromeda-robotics","Andromeda Robotics","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","andromeda-robotics","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__aoc-global-services","Aoc Global Services","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","aoc-global-services","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__araic","Araic","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","araic","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__arch-aerial-llc","Arch Aerial Llc","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","arch-aerial-llc","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__asylon","Asylon","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","asylon","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__ati-inc","Ati Inc","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","ati-inc","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__avomind","Avomind","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","avomind","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__bos-innovations","Bos Innovations","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","bos-innovations","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__bots-unlimited","Bots Unlimited","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","bots-unlimited","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__clear-labs","Clear Labs","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","clear-labs","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__cloudfactory","Cloudfactory","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","cloudfactory","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__complete-home-care-holdings","Complete Home Care Holdings","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","complete-home-care-holdings","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__continuum-resource-network","Continuum Resource Network","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","continuum-resource-network","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__cornerstone-research-group-inc","Cornerstone Research Group Inc","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","cornerstone-research-group-inc","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__cti-jobs","Cti Jobs","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","cti-jobs","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__destinusgroup","Destinus","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","destinusgroup","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__droneup","Droneup","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","droneup","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__exotec","Exotec","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","exotec","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__flexion-robotics","Flexion Robotics","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","flexion-robotics","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__flowith","Flowith","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","flowith","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__flyability","Flyability","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","flyability","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__fuku","Fuku","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","fuku","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__genm","Genm","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","genm","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__getfpv","Getfpv","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","getfpv","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__heli-video-pros","Heli Video Pros","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","heli-video-pros","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__hummingbird-technologies-ltd","Hummingbird Technologies Ltd","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","hummingbird-technologies-ltd","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__hummingbird-technologies-ltd-1","Hummingbird Technologies Ltd 1","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","hummingbird-technologies-ltd-1","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__iceye","Iceye","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","iceye","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__ikh","Ikh","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","ikh","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__indra-uk","Indra Uk","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","indra-uk","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__intertek","Intertek","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","intertek","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__intetics-2","Intetics 2","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","intetics-2","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__intracom-defense","Intracom Defense","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","intracom-defense","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__j","J","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","j","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__knowhirematch-1","Knowhirematch 1","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","knowhirematch-1","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__krushlabs","Krushlabs","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","krushlabs","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__krypton-mining","Krypton Mining","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","krypton-mining","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__labella-associates","Labella Associates","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","labella-associates","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__laborup","Laborup","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","laborup","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__manna-1","Manna 1","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","manna-1","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__marble","Marble","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","marble","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__matrix-camps-and-logistics","Matrix Camps And Logistics","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","matrix-camps-and-logistics","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__matternet","Matternet","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","matternet","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__monarch-quantum","Monarch Quantum","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","monarch-quantum","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__msr-fsr","Msr Fsr","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","msr-fsr","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__neo-tax","Neo Tax","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","neo-tax","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__nodein","Nodein","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","nodein","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__nortek","Nortek","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","nortek","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__oceancomm","Oceancomm","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","oceancomm","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__open-ocean-robotics","Open Ocean Robotics","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","open-ocean-robotics","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__origin-10x","Origin 10x","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","origin-10x","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__oxforddynamics","Oxforddynamics","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","oxforddynamics","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__pacific-defense","Pacific Defense","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","pacific-defense","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__phantom-auto","Phantom Auto","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","phantom-auto","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__phasorengineering","Phasorengineering","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","phasorengineering","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__prime-robotics-1","Prime Robotics 1","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","prime-robotics-1","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__propelleraero","Propelleraero","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","propelleraero","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__rapyuta-robotics","Rapyuta Robotics","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","rapyuta-robotics","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__rec-2","Rec 2","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","rec-2","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__red-rabbit-robotics","Red Rabbit Robotics","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","red-rabbit-robotics","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__rise-robotics","Rise Robotics","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","rise-robotics","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__robeaute","Robeaute","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","robeaute","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__ryhr","Ryhr","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","ryhr","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__safcsp","Safcsp","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","safcsp","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__shift-robotics","Shift Robotics","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","shift-robotics","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__skylarkdrones","Skylarkdrones","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","skylarkdrones","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__slip-robotics","Slip Robotics","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","slip-robotics","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__sorting-robotics","Sorting Robotics","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","sorting-robotics","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__ssci","Ssci","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","ssci","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__swiftengineering","Swiftengineering","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","swiftengineering","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__talentsis","Talentsis","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","talentsis","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__terabase-energy","Terabase Energy","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","terabase-energy","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__unusual-machines","Unusual Machines","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","unusual-machines","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__veterans-launch-inc","Veterans Launch Inc","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","veterans-launch-inc","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__virtual-surveyor","Virtual Surveyor","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","virtual-surveyor","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__voom-insurance","Voom Insurance","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","voom-insurance","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__warfel-construction","Warfel Construction","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","warfel-construction","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__xtia","Xtia","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","xtia","","","false","Migrated from repo-root sources.csv (Phase A)."
"legacy__workable__zerozero","Zerozero","","promoted","legacy_sources_csv","2026-04-11T13:31:31.450Z","ats_api","workable","zerozero","","","false","Migrated from repo-root sources.csv (Phase A)."
"recovery_html__flyability__54eafa03","Flyability","flyability.com","promoted","html_recovery_pipeline","2026-04-12T17:16:17.180Z","html_custom","","","https://www.flyability.com/jobs","","false","html_recovery_pipeline_staging_only | promoted_at=2026-04-12T17:16:17.180Z | original_extraction_status=jobs_found | original_blocker_category=none | original_jobs_found_count=1"
"recovery_html__skydio__ef32fbd8","Skydio","skydio.com","promoted","html_recovery_pipeline","2026-04-12T17:16:17.180Z","html_custom","","","https://www.skydio.com/careers","","false","html_recovery_pipeline_staging_only | promoted_at=2026-04-12T17:16:17.180Z | original_extraction_status=jobs_found | original_blocker_category=none | original_jobs_found_count=29"
"recovery_html__wing__9326ac34","Wing","wing.com","promoted","html_recovery_pipeline","2026-04-12T17:16:17.180Z","html_custom","","","https://wing.com/careers","","false","html_recovery_pipeline_staging_only | promoted_at=2026-04-12T17:16:17.180Z | original_extraction_status=jobs_found | original_blocker_category=none | original_jobs_found_count=1"
