"company_key","sources_status","last_checked_at","last_successful_fetch_at","last_fetch_error","consecutive_failures","jobs_last_run","jobs_relevant_last_run","jobs_inserted_last_run","jobs_updated_last_run","jobs_irrelevant_last_run","jobs_partial_last_run","jobs_old_last_run","fetch_failed_last_run","yield_last_run","times_seen_empty","times_failed","scrape_tier","scrape_every_runs","bucket_last_run"
"legacy__lever__freedomsolarpower","auto","2026-04-10T15:17:43.252Z","2026-04-10T15:17:43.252Z","","","19","2","0","2","10","0","7","false","0.105","0","0","medium","1","productive"
"legacy__lever__fuellabs","auto","2026-04-10T15:17:49.831Z","2026-04-10T15:17:49.831Z","","","2","0","0","0","0","0","2","false","0.000","0","0","low","2","old_only"
"legacy__lever__gravisrobotics","auto","2026-04-10T15:17:50.171Z","2026-04-10T15:17:50.171Z","","","5","0","0","0","2","0","3","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__hermeus","auto","2026-04-10T15:17:52.815Z","2026-04-10T15:17:52.815Z","","","112","4","0","4","53","0","55","false","0.036","0","0","low","2","productive"
"legacy__lever__humble-robotics","auto","2026-04-10T15:17:53.231Z","2026-04-10T15:17:53.231Z","","","11","0","0","0","10","0","1","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__hypersonica-prod","auto","2026-04-10T15:17:53.768Z","2026-04-10T15:17:53.768Z","","","32","0","0","0","14","0","18","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__influ2","auto","2026-04-10T15:17:53.856Z","2026-04-10T15:17:53.856Z","","","0","0","0","0","0","0","0","false","0.000","2","0","dead","999","empty"
"legacy__lever__InteriorMarketingGroup","auto","2026-04-10T15:17:54.562Z","2026-04-10T15:17:54.562Z","","","18","0","0","0","2","0","16","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__ispace-inc","auto","2026-04-10T15:17:55.494Z","2026-04-10T15:17:55.494Z","","","34","0","0","0","17","0","17","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__jobgether","auto","2026-04-10T15:18:54.612Z","2026-04-10T15:18:54.612Z","","","3863","2","0","2","3861","0","0","false","0.001","0","0","low","2","productive"
"legacy__lever__kestrel-intelligence","auto","2026-04-10T15:19:09.293Z","2026-04-10T15:19:09.293Z","","","4","2","0","2","2","0","0","false","0.500","0","0","high","1","productive"
"legacy__lever__latitudeinc","auto","2026-04-10T15:19:11.835Z","2026-04-10T15:19:11.835Z","","","319","0","0","0","202","0","117","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__longwall","auto","2026-04-10T15:19:12.184Z","2026-04-10T15:19:12.184Z","","","12","0","0","0","3","0","9","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__ltaresearch","auto","2026-04-10T15:19:20.442Z","2026-04-10T15:19:20.442Z","","","12","2","0","2","7","0","3","false","0.167","0","0","medium","1","productive"
"legacy__lever__MachinaLabs","auto","2026-04-10T15:19:21.083Z","2026-04-10T15:19:21.083Z","","","19","0","0","0","11","0","8","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__magnet-defense","auto","2026-04-10T15:19:34.481Z","2026-04-10T15:19:34.481Z","","","3","0","0","0","0","0","3","false","0.000","0","0","low","2","old_only"
"legacy__lever__make-rain","auto","2026-04-10T15:19:36.591Z","2026-04-10T15:19:36.591Z","","","8","1","0","1","4","0","3","false","0.125","0","0","medium","1","productive"
"legacy__lever__MBRDNA","auto","2026-04-10T15:19:36.992Z","2026-04-10T15:19:36.992Z","","","4","0","0","0","4","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__mechanicalorchard","auto","2026-04-10T15:20:15.996Z","2026-04-08T17:28:26.582Z","This operation was aborted","","0","0","0","0","0","0","0","true","0.000","0","1","low","2","fetch_failed"
"legacy__lever__merlinlabs","auto","2026-04-10T15:20:32.629Z","2026-04-10T15:20:32.629Z","","","29","8","0","8","2","0","19","false","0.276","0","0","medium","1","productive"
"legacy__lever__mistral","auto","2026-04-10T15:20:43.068Z","2026-04-10T15:20:43.068Z","","","147","0","0","0","52","0","95","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__mujininc","auto","2026-04-10T15:20:57.795Z","2026-04-10T15:20:57.795Z","","","79","0","0","0","40","0","39","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__multiplylabs","auto","2026-04-10T15:21:02.228Z","2026-04-10T15:21:02.228Z","","","14","0","0","0","7","0","7","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__mythic-ai.com","auto","2026-04-10T15:21:02.817Z","2026-04-10T15:21:02.817Z","","","16","1","0","1","3","0","12","false","0.063","0","0","low","2","productive"
"legacy__lever__Nomagic","auto","2026-04-10T15:21:18.532Z","2026-04-10T15:21:18.532Z","","","25","0","0","0","18","0","7","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__orbaerospace","auto","2026-04-10T15:21:19.743Z","2026-04-10T15:21:19.743Z","","","17","5","0","5","0","0","12","false","0.294","0","0","medium","1","productive"
"legacy__lever__osaro","auto","2026-04-10T15:21:20.193Z","2026-04-10T15:21:20.193Z","","","9","0","0","0","0","0","9","false","0.000","0","0","low","2","old_only"
"legacy__lever__palantir","auto","2026-04-10T15:21:24.800Z","2026-04-10T15:21:24.800Z","","","242","2","0","2","41","0","199","false","0.008","0","0","low","2","productive"
"legacy__lever__paralleldomain","auto","2026-04-10T15:21:34.660Z","2026-04-10T15:21:34.660Z","","","5","0","0","0","5","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__peerspace","auto","2026-04-10T15:22:02.155Z","2026-04-10T15:22:02.155Z","","","1","0","0","0","1","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__perrone-robotics","auto","2026-04-10T15:22:15.519Z","2026-04-10T15:22:15.519Z","","","2","0","0","0","0","0","2","false","0.000","0","0","low","2","old_only"
"legacy__lever__picklerobot","auto","2026-04-10T15:22:19.054Z","2026-04-10T15:22:19.054Z","","","14","0","0","0","6","0","8","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__pivotal","auto","2026-04-10T15:22:20.360Z","2026-04-10T15:22:20.360Z","","","25","4","0","4","13","0","8","false","0.160","0","0","medium","1","productive"
"legacy__lever__promiserobotics","auto","2026-04-10T15:22:30.016Z","2026-04-10T15:22:30.016Z","","","4","0","0","0","2","0","2","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__pyka","auto","2026-04-10T15:22:31.510Z","2026-04-10T15:22:31.510Z","","","16","1","0","1","5","0","10","false","0.063","0","0","low","2","productive"
"legacy__lever__q-ctrl","auto","2026-04-10T15:22:32.023Z","2026-04-10T15:22:32.023Z","","","18","0","0","0","6","0","12","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__quantumcircuits","auto","2026-04-10T15:22:45.555Z","2026-04-10T15:22:45.555Z","","","7","0","0","0","0","0","7","false","0.000","0","0","low","2","old_only"
"legacy__lever__RadicalAI","auto","2026-04-10T15:22:50.577Z","2026-04-10T15:22:50.577Z","","","13","0","0","0","4","0","9","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__rangeenergy","auto","2026-04-10T15:23:29.580Z","2026-04-08T17:29:53.086Z","This operation was aborted","","0","0","0","0","0","0","0","true","0.000","0","1","low","2","fetch_failed"
"legacy__lever__relayrobotics.com","auto","2026-04-10T15:23:32.970Z","2026-04-10T15:23:32.970Z","","","10","0","0","0","3","0","7","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__reliable","auto","2026-04-10T15:23:40.897Z","2026-04-10T15:23:40.897Z","","","0","0","0","0","0","0","0","false","0.000","2","0","dead","999","empty"
"legacy__lever__revealtech","auto","2026-04-10T15:23:54.944Z","2026-04-10T15:23:54.944Z","","","9","1","0","1","7","0","1","false","0.111","0","0","medium","1","productive"
"legacy__lever__rgi","auto","2026-04-10T15:23:55.931Z","2026-04-10T15:23:55.931Z","","","17","0","0","0","8","0","9","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__RiptideTech","auto","2026-04-10T15:24:25.825Z","2026-04-10T15:24:25.825Z","","","4","0","0","0","1","0","3","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__rivr","auto","2026-04-10T15:24:26.903Z","2026-04-10T15:24:26.903Z","","","22","0","0","0","5","0","17","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__roadrunner-studios","auto","2026-04-10T15:24:29.182Z","2026-04-10T15:24:29.182Z","","","7","5","0","5","2","0","0","false","0.714","0","0","high","1","productive"
"legacy__lever__robust-ai","auto","2026-04-10T15:24:39.845Z","2026-04-10T15:24:39.845Z","","","13","0","0","0","6","0","7","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__saronic","auto","2026-04-10T15:24:46.721Z","2026-04-10T15:24:46.721Z","","","261","10","0","10","106","0","145","false","0.038","0","0","low","2","productive"
"legacy__lever__schmidt-entities","auto","2026-04-10T15:24:47.424Z","2026-04-10T15:24:47.424Z","","","15","0","0","0","10","0","5","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__shieldai","auto","2026-04-10T15:25:04.092Z","2026-04-10T15:25:04.092Z","","","253","56","0","56","94","0","103","false","0.221","0","0","medium","1","productive"
"legacy__lever__SimbeRobotics","auto","2026-04-10T15:25:05.126Z","2026-04-10T15:25:05.126Z","","","10","0","0","0","8","0","2","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__skysafe","auto","2026-04-10T15:25:06.240Z","2026-04-10T15:25:06.240Z","","","4","4","0","4","0","0","0","false","1.000","0","0","high","1","productive"
"legacy__lever__skyways","auto","2026-04-10T15:25:07.679Z","2026-04-10T15:25:07.679Z","","","20","6","0","6","8","0","6","false","0.300","0","0","medium","1","productive"
"legacy__lever__SpaceSystemsIntegration","auto","2026-04-10T15:25:08.513Z","2026-04-10T15:25:08.513Z","","","18","0","0","0","12","0","6","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__steerbridge","auto","2026-04-10T15:25:09.800Z","2026-04-10T15:25:09.800Z","","","85","0","0","0","73","0","12","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__sundrivesolar","auto","2026-04-10T15:25:09.891Z","2026-04-10T15:25:09.891Z","","","0","0","0","0","0","0","0","false","0.000","2","0","dead","999","empty"
"legacy__lever__talentwerx.io","auto","2026-04-10T15:25:12.704Z","2026-04-10T15:25:12.704Z","","","28","0","0","0","23","0","5","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__teleo","auto","2026-04-10T15:25:23.497Z","2026-04-10T15:25:23.497Z","","","9","0","0","0","5","0","4","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__Terraformation","auto","2026-04-10T15:25:24.668Z","2026-04-10T15:25:24.668Z","","","1","1","0","1","0","0","0","false","1.000","0","0","high","1","productive"
"legacy__lever__thea.energy","auto","2026-04-10T15:25:27.789Z","2026-04-10T15:25:27.789Z","","","35","0","0","0","26","0","9","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__thehousemajoritypac","auto","2026-04-10T15:25:28.114Z","2026-04-10T15:25:28.114Z","","","2","0","0","0","1","0","1","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__threattec","auto","2026-04-10T15:25:30.109Z","2026-04-10T15:25:30.109Z","","","54","2","0","2","14","0","38","false","0.037","0","0","low","2","productive"
"legacy__lever__transmutex","auto","2026-04-10T15:25:30.367Z","2026-04-10T15:25:30.367Z","","","2","0","0","0","0","0","2","false","0.000","0","0","low","2","old_only"
"legacy__lever__tri","auto","2026-04-10T15:25:38.974Z","2026-04-10T15:25:38.974Z","","","25","0","0","0","12","0","13","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__tsmg","auto","2026-04-10T15:26:43.498Z","2026-04-10T15:26:43.498Z","","","3077","1","1","0","752","0","2324","false","0.000","0","0","low","2","productive"
"legacy__lever__tutorintelligence","auto","2026-04-10T15:26:44.484Z","2026-04-10T15:26:44.484Z","","","29","0","0","0","7","0","22","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__tx-inc.com","auto","2026-04-10T15:26:45.818Z","2026-04-10T15:26:45.818Z","","","28","0","0","0","5","0","23","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__valdeseng","auto","2026-04-10T15:26:46.299Z","2026-04-10T15:26:46.299Z","","","32","0","0","0","6","0","26","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__venusaero","auto","2026-04-10T15:27:00.160Z","2026-04-10T15:27:00.160Z","","","14","1","0","1","10","0","3","false","0.071","0","0","low","2","productive"
"legacy__lever__verkor","auto","2026-04-10T15:27:04.258Z","2026-04-10T15:27:04.258Z","","","52","1","0","1","44","0","7","false","0.019","0","0","low","2","productive"
"legacy__lever__waabi","auto","2026-04-10T15:27:31.016Z","2026-04-10T15:27:31.016Z","","","67","0","0","0","37","0","30","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__wadetrim","auto","2026-04-10T15:27:38.774Z","2026-04-10T15:27:38.774Z","","","124","1","0","1","45","0","78","false","0.008","0","0","low","2","productive"
"legacy__lever__waremalcomb","auto","2026-04-10T15:27:39.837Z","2026-04-10T15:27:39.837Z","","","91","0","0","0","31","0","60","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__weride","auto","2026-04-10T15:27:40.304Z","2026-04-10T15:27:40.304Z","","","32","0","0","0","1","0","31","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__whoop","auto","2026-04-10T15:27:55.255Z","2026-04-10T15:27:55.255Z","","","136","0","0","0","108","0","28","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__wingtra-2","auto","2026-04-10T15:27:55.977Z","2026-04-10T15:27:55.977Z","","","7","1","0","1","2","0","4","false","0.143","0","0","medium","1","productive"
"legacy__lever__world-view-enterprises-inc.","auto","2026-04-10T15:27:56.468Z","2026-04-10T15:27:56.468Z","","","13","0","0","0","12","0","1","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__woven-by-toyota","auto","2026-04-10T15:28:00.214Z","2026-04-10T15:28:00.214Z","","","204","0","0","0","103","0","101","false","0.000","0","0","low","2","irrelevant_only"
"legacy__lever__zoox","auto","2026-04-10T15:28:09.702Z","2026-04-10T15:28:09.702Z","","","213","0","0","0","121","0","92","false","0.000","0","0","low","2","irrelevant_only"
"legacy__smartrecruiters__AbbVie","auto","2026-04-10T15:28:22.742Z","2026-04-10T15:28:22.742Z","","","100","0","0","0","100","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__smartrecruiters__aerovect","auto","2026-04-10T15:28:26.116Z","2026-04-10T15:28:26.116Z","","","6","0","0","0","0","0","6","false","0.000","0","0","low","2","old_only"
"legacy__smartrecruiters__AI-Adam","auto","2026-04-10T15:28:26.470Z","2026-04-10T15:28:26.470Z","","","0","0","0","0","0","0","0","false","0.000","2","0","dead","999","empty"
"legacy__smartrecruiters__AngellEchoMagikid","auto","2026-04-10T15:28:30.755Z","2026-04-10T15:28:30.755Z","","","7","0","0","0","0","0","7","false","0.000","0","0","low","2","old_only"
"legacy__smartrecruiters__BestgateEngineering","auto","2026-04-10T15:28:32.838Z","2026-04-10T15:28:32.838Z","","","3","0","0","0","0","0","3","false","0.000","0","0","low","2","old_only"
"legacy__smartrecruiters__BuiltRobotics","auto","2026-04-10T15:28:33.182Z","2026-04-10T15:28:33.182Z","","","0","0","0","0","0","0","0","false","0.000","2","0","dead","999","empty"
"legacy__smartrecruiters__CycloTech","auto","2026-04-10T15:28:34.725Z","2026-04-10T15:28:34.725Z","","","2","0","0","0","1","0","1","false","0.000","0","0","low","2","irrelevant_only"
"legacy__smartrecruiters__DroneShield","auto","2026-04-10T15:28:40.546Z","2026-04-10T15:28:40.546Z","","","9","0","0","0","0","0","9","false","0.000","0","0","low","2","old_only"
"legacy__smartrecruiters__GalenRobotics","auto","2026-04-10T15:28:41.566Z","2026-04-10T15:28:41.566Z","","","1","0","0","0","0","0","1","false","0.000","0","0","low","2","old_only"
"legacy__smartrecruiters__Geo-Totaal","auto","2026-04-10T15:28:44.096Z","2026-04-10T15:28:44.096Z","","","4","0","0","0","0","0","4","false","0.000","0","0","low","2","old_only"
"legacy__smartrecruiters__HstarTechnologies","auto","2026-04-10T15:28:51.395Z","2026-04-10T15:28:51.395Z","","","15","0","0","0","0","0","15","false","0.000","0","0","low","2","old_only"
"legacy__smartrecruiters__ImageAssociatesInc","auto","2026-04-10T15:28:56.658Z","2026-04-10T15:28:56.658Z","","","10","0","0","0","10","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__smartrecruiters__InformaGroupPlc","auto","2026-04-10T15:29:41.325Z","2026-04-10T15:29:41.325Z","","","97","0","0","0","94","0","3","false","0.000","0","0","low","2","irrelevant_only"
"legacy__smartrecruiters__JBHi-FiTheGoodGuys1","auto","2026-04-10T15:30:50.899Z","2026-04-10T15:30:50.899Z","","","100","0","0","0","100","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__smartrecruiters__Jobnath","auto","2026-04-10T15:31:34.772Z","2026-04-10T15:31:34.772Z","","","100","0","0","0","0","0","100","false","0.000","0","0","low","2","old_only"
"legacy__smartrecruiters__LevelOneRoboticsAndControlsInc","auto","2026-04-10T15:31:41.782Z","2026-04-10T15:31:41.782Z","","","14","0","0","0","0","0","14","false","0.000","0","0","low","2","old_only"
"legacy__smartrecruiters__MaverickDroneSystems","auto","2026-04-10T15:31:43.051Z","2026-04-10T15:31:43.051Z","","","1","1","0","1","0","0","0","false","1.000","0","0","high","1","productive"
"legacy__smartrecruiters__MyHRLLC","auto","2026-04-10T15:31:48.440Z","2026-04-10T15:31:48.440Z","","","10","0","0","0","6","0","4","false","0.000","0","0","low","2","irrelevant_only"
"legacy__smartrecruiters__NauticusRobotics","auto","2026-04-10T15:31:50.389Z","2026-04-10T15:31:50.389Z","","","3","0","0","0","0","0","3","false","0.000","0","0","low","2","old_only"
"legacy__smartrecruiters__NetApp2","auto","2026-04-10T15:31:55.009Z","2026-04-10T15:31:55.009Z","","","9","0","0","0","0","0","9","false","0.000","0","0","low","2","old_only"
"legacy__smartrecruiters__PilmicoFoodsCorporation","auto","2026-04-10T15:32:31.521Z","2026-04-10T15:32:31.521Z","","","79","0","0","0","57","0","22","false","0.000","0","0","low","2","irrelevant_only"
"legacy__smartrecruiters__SeniorPlc1","auto","2026-04-10T15:32:45.049Z","2026-04-10T15:32:45.049Z","","","100","0","0","0","100","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__smartrecruiters__serpapackagingsolutions","auto","2026-04-10T15:32:45.406Z","2026-04-10T15:32:45.406Z","","","0","0","0","0","0","0","0","false","0.000","2","0","dead","999","empty"
"legacy__smartrecruiters__SopraSteria1","auto","2026-04-10T15:33:31.109Z","2026-04-10T15:33:31.109Z","","","100","0","0","0","100","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__smartrecruiters__staubli","auto","2026-04-10T15:33:31.455Z","2026-04-10T15:33:31.455Z","","","0","0","0","0","0","0","0","false","0.000","2","0","dead","999","empty"
"legacy__smartrecruiters__staubligroup","auto","2026-04-10T15:34:17.329Z","2026-04-10T15:34:17.329Z","","","100","0","0","0","100","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__smartrecruiters__StemXpert1","auto","2026-04-10T15:35:02.291Z","2026-04-10T15:35:02.291Z","","","100","0","0","0","0","0","100","false","0.000","0","0","low","2","old_only"
"legacy__smartrecruiters__stowgroup","auto","2026-04-10T15:35:48.667Z","2026-04-10T15:35:48.667Z","","","100","0","0","0","86","0","14","false","0.000","0","0","low","2","irrelevant_only"
"legacy__smartrecruiters__UASLabsLLC","auto","2026-04-10T15:35:49.024Z","2026-04-10T15:35:49.024Z","","","0","0","0","0","0","0","0","false","0.000","2","0","dead","999","empty"
"legacy__smartrecruiters__UKAtomicEnergyAuthority","auto","2026-04-10T15:36:05.237Z","2026-04-10T15:36:05.237Z","","","34","0","0","0","34","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__smartrecruiters__UncommonSchools","auto","2026-04-10T15:36:50.909Z","2026-04-10T15:36:50.909Z","","","100","0","0","0","100","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__smartrecruiters__Vention","auto","2026-04-10T15:37:15.880Z","2026-04-10T15:37:15.880Z","","","54","0","0","0","51","0","3","false","0.000","0","0","low","2","irrelevant_only"
"legacy__workable__adforge-corporation","auto","2026-04-10T15:37:16.048Z","2026-04-10T15:37:16.048Z","","","0","0","0","0","0","0","0","false","0.000","2","0","dead","999","empty"
"legacy__workable__aerones","auto","2026-04-10T15:46:02.264Z","2026-04-10T15:46:02.264Z","","","57","0","0","0","17","0","40","false","0.000","0","0","low","2","irrelevant_only"
"legacy__workable__ageo","auto","2026-04-10T15:46:30.614Z","2026-04-10T15:46:30.614Z","","","3","0","0","0","3","0","0","false","0.000","0","0","low","2","irrelevant_only"
"legacy__workable__ai-robot-association","auto","2026-04-10T15:46:36.822Z","","Workable Ai Robot Association failed: 403","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__airbus-aerial","auto","2026-04-10T15:46:37.954Z","2026-04-10T15:46:37.954Z","","","0","0","0","0","0","0","0","false","0.000","2","0","dead","999","empty"
"legacy__workable__alaro-city","auto","2026-04-10T15:53:43.703Z","2026-04-10T15:53:43.703Z","","","46","0","0","0","10","0","36","false","0.000","0","0","low","2","irrelevant_only"
"legacy__workable__alta-ares","auto","2026-04-10T15:57:57.541Z","2026-04-10T15:57:57.541Z","","","27","2","2","0","25","2","0","false","0.074","0","0","low","2","productive"
"legacy__workable__andromeda-robotics","auto","2026-04-10T15:58:03.731Z","2026-04-08T17:59:48.149Z","Workable Andromeda Robotics failed: 403","","0","0","0","0","0","0","0","true","0.000","0","1","low","2","fetch_failed"
"legacy__workable__aoc-global-services","auto","2026-04-10T15:58:09.942Z","","Workable Aoc Global Services failed: 403","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__araic","auto","2026-04-10T15:58:16.171Z","","Workable Araic failed: 403","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__arch-aerial-llc","auto","2026-04-10T15:59:14.137Z","2026-04-10T15:59:14.137Z","","","6","2","2","0","1","2","3","false","0.333","0","0","medium","1","productive"
"legacy__workable__asylon","auto","2026-04-10T15:59:20.300Z","2026-04-08T18:01:00.938Z","Workable Asylon failed: 403","","0","0","0","0","0","0","0","true","0.000","1","1","low","2","fetch_failed"
"legacy__workable__ati-inc","auto","2026-04-10T16:00:38.561Z","2026-04-10T16:00:38.561Z","","","8","0","0","0","5","0","3","false","0.000","0","0","low","2","irrelevant_only"
"legacy__workable__avomind","auto","2026-04-10T16:59:11.583Z","2026-04-10T16:59:11.583Z","","","379","0","0","0","150","0","229","false","0.000","0","0","low","2","irrelevant_only"
"legacy__workable__bos-innovations","auto","2026-04-10T16:59:17.734Z","","Workable Bos Innovations failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__bots-unlimited","auto","2026-04-10T16:59:23.902Z","","Workable Bots Unlimited failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__clear-labs","auto","2026-04-10T16:59:30.091Z","","Workable Clear Labs failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__cloudfactory","auto","2026-04-10T16:59:36.266Z","","Workable Cloudfactory failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__complete-home-care-holdings","auto","2026-04-10T16:59:42.465Z","","Workable Complete Home Care Holdings failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__continuum-resource-network","auto","2026-04-10T16:59:48.672Z","","Workable Continuum Resource Network failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__cornerstone-research-group-inc","auto","2026-04-10T16:59:54.814Z","","Workable Cornerstone Research Group Inc failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__cti-jobs","auto","2026-04-10T17:00:00.951Z","","Workable Cti Jobs failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__destinusgroup","auto","2026-04-10T17:00:07.191Z","","Workable Destinus failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__droneup","auto","2026-04-10T17:00:13.369Z","","Workable Droneup failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__exotec","auto","2026-04-10T17:00:19.533Z","","Workable Exotec failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__flexion-robotics","auto","2026-04-10T17:00:25.710Z","","Workable Flexion Robotics failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__flowith","auto","2026-04-10T17:00:31.934Z","","Workable Flowith failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__flyability","auto","2026-04-10T17:00:38.155Z","","Workable Flyability failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__fuku","auto","2026-04-10T17:00:44.299Z","","Workable Fuku failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__genm","auto","2026-04-10T17:00:50.471Z","","Workable Genm failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__getfpv","auto","2026-04-10T17:00:56.637Z","","Workable Getfpv failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__heli-video-pros","auto","2026-04-10T17:01:02.848Z","","Workable Heli Video Pros failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__hummingbird-technologies-ltd","auto","2026-04-10T17:01:09.034Z","","Workable Hummingbird Technologies Ltd failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__hummingbird-technologies-ltd-1","auto","2026-04-10T17:01:15.278Z","","Workable Hummingbird Technologies Ltd 1 failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__iceye","auto","2026-04-10T17:01:21.492Z","","Workable Iceye failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__ikh","auto","2026-04-10T17:01:27.652Z","","Workable Ikh failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__indra-uk","auto","2026-04-10T17:01:33.834Z","","Workable Indra Uk failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__intertek","auto","2026-04-10T17:01:40.044Z","","Workable Intertek failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__intetics-2","auto","2026-04-10T17:01:46.223Z","","Workable Intetics 2 failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__intracom-defense","auto","2026-04-10T17:01:52.385Z","","Workable Intracom Defense failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__j","auto","2026-04-10T17:01:58.613Z","","Workable J failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__knowhirematch-1","auto","2026-04-10T17:02:04.805Z","","Workable Knowhirematch 1 failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
